"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Fluid shear stress and atherosclerosis","91/139",0.000865622338159736,0.0051296138557614,0,0,1.75732916141134,12.3927939259108,"NCF1;NCF2;ITGB3;ITGA2B;PIK3CD;CALML3;PLAT;CALML4;PIK3CB;TNF;ACTB;ICAM1;TXN2;CDH5;THBD;CTSL;AKT3;KDR;RAC2;AKT1;RAC3;ITGAV;IKBKG;MAP3K5;ACVR1;MEF2A;PIAS4;MEF2C;EDN1;CHUK;GSTO2;IL1R1;DUSP1;GSTO1;IL1R2;MMP2;CYBA;FOS;MMP9;RHOA;TNFRSF1A;IL1B;ARHGEF2;PRKAA1;PRKAA2;SRC;MGST3;SDC2;GSTP1;MGST1;PDGFB;GSTT2;PDGFA;PIK3R3;GSTT1;PIK3R1;PRKCZ;RELA;MAPK9;MAPK7;GPC1;HMOX1;CCL2;GSTM4;NQO1;GSTM2;JUN;GSTM1;VCAM1;CAV3;NOS3;MAPK14;NFKB1;ASS1;KLF2;MAPK13;VEGFA;BMP4;MAPK10;MAPK11;GSTA5;GSTA4;GSTA3;TRPV4;GSTA2;GSTA1;SDC1;CALM1;CALM2;BMPR1A;GSTM5"
"Relaxin signaling pathway","85/129",0.000936474595470767,0.00539431043643557,0,0,1.79039253193234,12.485102090282,"PIK3CD;ARRB1;ARRB2;PIK3CB;RXFP1;RXFP3;EDNRB;GNGT2;CREB3L3;CREB3L4;AKT3;CREB3L2;AKT1;NOS1;PRKACA;HRAS;EDN1;MAP2K2;MMP2;PRKCA;FOS;MMP9;TGFBR1;TGFBR2;ACTA2;CREB3;PLCB3;ADCY9;CREB1;COL4A2;COL4A1;COL4A4;COL4A3;COL4A6;PLCB1;SOS1;PLCB2;SOS2;CREB5;SHC4;SHC2;SHC1;SRC;ADCY4;PIK3R3;ADCY3;PIK3R1;ADCY1;PRKCZ;ADCY7;ADCY6;GNAI1;RELA;ADCY5;GNAI2;MAPK9;GNA15;NRAS;GNG2;GNG4;GNG8;SMAD2;JUN;TGFB1;NOS2;NOS3;VEGFB;VEGFD;GNG12;MAPK14;GNG11;NFKB1;MAPK13;VEGFA;COL1A1;GNAO1;NFKBIA;MAPK10;MAPK11;COL3A1;COL1A2;GNB1;GNB4;GRB2;KRAS"
"Chagas disease","69/102",0.000944004326376224,0.00539431043643557,0,0,1.93706158300988,13.4923696387062,"SERPINE1;PIK3CD;PPP2R2A;CD3G;PIK3CB;CD3E;TNF;CD3D;CASP8;AKT3;BDKRB2;AKT1;IKBKG;CHUK;IFNGR1;IFNGR2;FOS;IRAK4;TICAM1;TGFBR1;TGFBR2;TNFRSF1A;PLCB3;IL1B;TLR9;TLR6;PLCB1;PLCB2;TLR4;TLR2;C1QB;C1QA;PIK3R3;PIK3R1;ADCY1;KNG1;GNAI1;RELA;GNAI2;C3;GNA14;MAPK9;GNA15;IRAK1;CCL5;GNA11;CCL3;CCL2;SMAD2;JUN;ACE;TGFB1;NOS2;TGFB3;CFLAR;MAPK14;NFKB1;MAPK13;GNAO1;NFKBIA;MAPK10;MAPK11;IL6;PPP2R2C;PPP2R2B;FAS;CD247;MYD88;C1QC"
"Retrograde endocannabinoid signaling","96/148",0.00100675912655902,0.00565198106138396,0,0,1.71139285874289,11.8103544513691,"GABRB3;FAAH;NDUFA13;NDUFA11;NDUFA12;NDUFA10;GNGT2;PRKACA;PRKCB;NDUFC2;PRKCA;NDUFC1;GABRG3;GABRG1;PLCB3;ADCY9;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;ND1;NDUFS1;PLCB1;ND2;PLCB2;ND5;MGLL;ND4;ND6;NDUFB9;NDUFB8;NDUFB7;NDUFB10;NDUFB6;NDUFB11;NDUFB5;NDUFB4;NDUFB3;ITPR1;ADCY4;NDUFB2;CACNA1A;ITPR2;ADCY3;ABHD6;ITPR3;CACNA1C;ADCY1;CACNA1F;PTGS2;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;MAPK9;GNG2;CNR1;GNG4;GNG8;NDUFV3;NDUFV2;GABRE;NDUFV1;GABRD;GRIA3;GRIA4;KCNJ3;GABRA2;NDUFA9;GABRP;KCNJ5;NDUFA8;NDUFA7;NDUFA6;NDUFA5;KCNJ9;NDUFA4;NDUFA3;GABRA3;NDUFA2;NDUFA1;GNG12;MAPK14;GNG11;MAPK13;GNAO1;MAPK10;MAPK11;GNB1;NDUFAB1;GNB4;NAPEPLD"
"PPAR signaling pathway","52/74",0.00103571008990262,0.00571426256497995,0,0,2.18863680298051,15.041774142026,"SLC27A1;AQP7;ILK;DBI;FADS2;ACADL;CPT2;SCP2;ME1;OLR1;ME3;ACADM;CD36;CPT1A;HMGCS1;ACSL1;PDPK1;APOA2;ACSL4;ACSL3;CPT1C;CPT1B;CYP27A1;ACOX2;ACOX1;EHHADH;SLC27A6;ACSBG1;PLIN2;PPARG;ACOX3;ANGPTL4;PPARA;SLC27A2;PLIN5;PPARD;SLC27A4;UCP1;LPL;RXRB;RXRA;UBC;PCK1;PLTP;RXRG;PCK2;GK;APOC3;NR1H3;FABP3;FABP4;FABP7"
"T cell receptor signaling pathway","70/104",0.00107680655024386,0.00584030671318706,0,0,1.9073221852645,13.0341735043935,"ITK;CSF2;PIK3CD;CBLB;CD3G;PIK3CB;CD3E;TNF;CD3D;PPP3CC;GRAP2;AKT3;NCK2;AKT1;CTLA4;MAP3K8;IKBKG;HRAS;NCK1;VAV3;MAP2K2;CHUK;PDPK1;FOS;RHOA;VAV1;ZAP70;LCK;PRKCQ;LCP2;SOS1;SOS2;CARD11;PIK3R3;BCL10;PIK3R1;RASGRP1;MALT1;RELA;CDC42;MAPK9;NRAS;PAK1;PAK6;FYN;ICOS;PAK3;PAK2;JUN;NFATC2;NFATC1;MAPK14;NFKB1;MAPK13;NFKBIA;MAPK10;MAPK11;CD4;PTPRC;CDK4;CD28;GRB2;KRAS;PTPN6;CD247;PDCD1;NFKBIE;MAP3K14;LAT;NFKBIB"
"Vibrio cholerae infection","37/50",0.00120094287663184,0.00636326898068658,0,0,2.63408640389627,17.7133046585048,"ERO1A;ATP6V1A;KDELR1;ADCY3;TCIRG1;ACTB;SEC61A2;SEC61A1;ATP6V0A2;ATP6V1H;ATP6V0A4;ATP6V1E1;PRKACA;ATP6V0E2;ATP6V1G3;ATP6V1D;ATP6V1C1;ATP6V0A1;ATP6V1C2;ATP6V1F;SLC12A2;ATP6V0B;ATP6V1G1;ATP6AP1;PRKCA;PDIA4;TJP1;ADCY9;KCNQ1;ATP6V1B2;KDELR3;ATP6V0D1;ATP6V0C;ATP6V0D2;CFTR;ATP6V1B1;TJP2"
"MAPK signaling pathway","179/294",0.00122473615376274,0.00636326898068658,0,0,1.44502610227326,9.68894313946476,"CSF1;ARAF;IL1RAP;FGF1;ELK1;FGF2;TNF;ELK4;RPS6KA3;RPS6KA6;FGF7;FGF9;MYC;RPS6KA2;AKT3;STMN1;KDR;AKT1;MAP3K8;PRKACA;MAP3K6;MAP3K5;MAP2K3;PDGFRB;PDGFRA;MEF2C;MAP2K2;IL1R1;PRKCB;CACNA2D1;HGF;CACNA2D2;PRKCA;MAPK8IP2;PGF;EREG;MAPK8IP1;CDC25B;CACNB3;CACNB4;MAPKAPK3;MAPKAPK2;EPHA2;PDGFB;PDGFA;CACNA1A;CACNA1C;CACNA1F;EFNA5;STK4;EFNA4;RASGRP1;RASGRP4;CACNA1G;RASGRP3;STK3;RAP1B;CACNA1I;RRAS;IRAK1;PDGFD;MAP3K20;CD14;NGFR;HSPA8;JUN;JUND;TGFB1;GADD45B;GADD45A;BDNF;TGFB3;INSR;IGF2;NFATC1;IGF1;HSPA2;GNG12;NFKB1;GADD45G;NFKB2;NR4A1;PPP5C;EFNA2;FGF18;GRB2;TAB1;FGFR4;FGFR3;MAP3K14;FGFR2;MYD88;FGFR1;MAP3K12;PTPRR;FLT1;FLT3;FLT4;RASGRF2;TRADD;HSPB1;ARRB1;ARRB2;ECSIT;AREG;PPP3CC;DUSP10;CASP3;RAC2;RAC3;IKBKG;HRAS;MAP4K1;DUSP5;MAP4K2;DUSP2;CHUK;DUSP1;PLA2G4C;RRAS2;PLA2G4A;TRAF2;FOS;IRAK4;DUSP8;NGF;DUSP9;DUSP6;TGFBR1;TGFBR2;TNFRSF1A;PPM1A;PPM1B;IL1B;RASA1;KIT;MAPT;SOS1;SOS2;RELA;RELB;CDC42;MAPK9;NRAS;PAK1;CACNG8;MAPK7;ERBB3;ERBB4;MKNK1;NTF3;GNA12;MKNK2;FLNA;FLNB;FLNC;PAK2;CACNG4;MAP4K4;NTRK1;ANGPT4;NTRK2;MAP3K1;EGF;VEGFB;VEGFD;MAPK14;VEGFA;MAPK13;MAPK10;MAPK11;TAOK3;FAS;KRAS;PTPN7;TEK;PTPN5;HSPA1B;HSPA1A"
"Pancreatic cancer","53/76",0.00123288336500802,0.00636326898068658,0,0,2.1337213944985,14.2925186501136,"RB1;CDKN1A;ARAF;PIK3CD;PIK3CB;BRCA2;CASP9;CCND1;AKT3;RAC2;AKT1;RAC3;IKBKG;JAK1;CHUK;TGFBR1;TGFBR2;ARHGEF6;RALB;PIK3R3;PIK3R1;RELA;PLD2;CDC42;MAPK9;E2F1;E2F2;E2F3;BAK1;RALGDS;SMAD2;SMAD3;TGFB1;GADD45B;BAD;CDKN2A;EGF;GADD45A;STAT1;TGFB3;STAT3;MTOR;NFKB1;GADD45G;VEGFA;MAPK10;CDK6;RAD51;CDK4;RPS6KB2;BAX;KRAS;BCL2L1"
"Rheumatoid arthritis","63/93",0.00146254442271369,0.00716762239642551,0,0,1.94496371552975,12.6959015916688,"CD86;CSF2;FLT1;CSF1;CD80;ITGB2;CXCL1;TCIRG1;CXCL3;ITGAL;CXCL2;TNF;CXCL5;ICAM1;TNFSF13B;CTSL;CTSK;ACP5;CTLA4;TNFSF11;ATP6V1E1;IL11;ATP6V0B;ATP6V1G1;ATP6AP1;IL15;MMP3;IL18;FOS;IL23A;IL1B;ATP6V1B2;LTB;ATP6V0D1;ATP6V0C;ATP6V0D2;TLR4;ATP6V1B1;TLR2;ATP6V1A;TNFRSF11A;CCL5;ATP6V0A2;CCL3;ATP6V1H;CCL2;ATP6V0A4;ATP6V0E2;ATP6V1G3;ATP6V1D;ATP6V1C1;ATP6V0A1;ATP6V1C2;ATP6V1F;JUN;TGFB1;CCL20;TGFB3;VEGFA;IL6;CXCL12;CD28;TEK"
"Hippo signaling pathway","104/163",0.00147680275742885,0.00716762239642551,0,0,1.63411300971769,10.6509456847113,"PATJ;WWC1;SERPINE1;PPP2R2A;FGF1;ACTB;AMOT;CCND3;CCND2;RASSF2;CCND1;RASSF4;MYC;RASSF6;CCN2;PRKCI;WNT5B;FBXW11;WNT5A;CSNK1D;CSNK1E;FRMD6;PARD3;AJUBA;LLGL1;TCF7;PRKCZ;SAV1;STK3;WNT6;DVL1;DVL2;WNT4;SMAD2;SMAD1;WNT10B;WWTR1;FZD3;WNT10A;FZD2;SMAD3;TGFB1;FZD5;FZD4;TGFB3;FZD7;FZD6;FZD8;GDF6;BMP7;BMP6;BMP5;BMP4;MOB1B;MOB1A;BMP2;DLG2;DCHS2;DLG4;ID2;ID1;SNAI2;DCHS1;FAT4;NF2;BMPR1A;PALS1;WNT2B;ITGB2;AREG;BBC3;GLI2;YWHAQ;TEAD1;TEAD2;YWHAG;TEAD3;YWHAH;APC2;AXIN2;WNT9A;TGFBR1;TGFBR2;BIRC5;BIRC2;BIRC3;CRB2;CRB1;PARD6G;WNT8B;NKD1;NKD2;PAK1;PARD6B;PARD6A;CTNNA1;CTNNA2;TCF7L2;TCF7L1;BMP8A;WNT7A;WTIP;PPP2R2C;PPP2R2B"
"Biosynthesis of unsaturated fatty acids","22/27",0.00147832211926276,0.00716762239642551,0,0,4.06966075558982,26.5213586736665,"ELOVL1;HACD1;ACOT7;ELOVL5;ELOVL2;TECR;HSD17B4;ELOVL6;HSD17B12;ELOVL7;HACD3;BAAT;HACD2;HACD4;FADS2;SCP2;ACOX1;ACOT2;ACOT1;ACOX3;FADS1;ACOT4"
"Collecting duct acid secretion","22/27",0.00147832211926276,0.00716762239642551,0,0,4.06966075558982,26.5213586736665,"ATP6V1A;ATP6V1G1;CLCNKB;SLC4A1;TCIRG1;ATP4A;ATP6V0A2;ATP6V1B2;ATP6V0A4;ATP6V0E2;ATP6V1E1;ATP6V1G3;ATP6V0D1;ATP6V1D;SLC12A7;ATP6V0C;ATP6V0D2;ATP6V1C1;ATP6V0A1;ATP6V1C2;ATP6V1F;ATP6V1B1"
"Measles","90/139",0.00154588507657762,0.00738333170902745,0,0,1.702204746858,11.0169392063357,"TRADD;PIK3CD;TNFAIP3;CBLB;ADAR;CD3G;PIK3CB;CD3E;CD3D;BBC3;CASP9;IFIH1;CCND3;CCND2;CASP8;CCND1;CASP3;AKT3;RACK1;AKT1;IKBKG;IKBKE;JAK3;JAK1;IFNAR2;CSNK2A1;APAF1;CHUK;FOS;IRAK4;TYK2;CCNE2;CCNE1;OAS2;TRAF3;IL1B;OAS3;CSNK2B;IRF7;TLR9;TLR7;TLR4;IRF9;IFNAR1;TLR2;PIK3R3;PIK3R1;IL2RG;RCHY1;RELA;MAPK9;IRAK1;BAK1;BID;SLAMF1;STAT5A;HSPA8;STAT5B;JUN;BAD;STAT1;EIF2AK1;MX2;STAT2;MX1;STAT3;EIF2AK2;MSN;EIF2AK4;HSPA2;NFKB1;NFKBIA;MAPK10;IL6;MAVS;CDK6;CDK4;IL2RA;CDK2;IL2RB;CD28;CYCS;BAX;FAS;FCGR2B;MYD88;HSPA1B;BCL2L1;NFKBIB;HSPA1A"
"Glycolysis / Gluconeogenesis","47/67",0.00188552953387255,0.00879947461638805,0,0,2.17541300357453,13.6475548036732,"ACSS2;ENO1;PDHB;ENO2;ADH7;ENO3;ENO4;HK2;ADH5;HK1;HK3;LDHB;LDHA;ALDH2;ALDH1B1;ALDH3B1;PGK1;PGM2;DLAT;ACSS1;PCK1;PGM1;PCK2;TPI1;PDHA1;PGAM1;PGAM2;AKR1A1;G6PC1;ALDH3A2;ALDH3A1;MINPP1;PFKL;PKM;G6PC3;HKDC1;ALDOC;GALM;ALDOB;ALDOA;ALDH7A1;DLD;FBP1;GAPDH;PFKM;FBP2;ALDH9A1"
"Prostate cancer","65/97",0.00189738671415867,0.00879947461638805,0,0,1.88126028258976,11.7903807169782,"RB1;CDKN1A;ARAF;PIK3CD;PLAT;PIK3CB;CASP9;CCND1;CREB3L3;CREB3L4;PLAU;AKT3;CREB3L2;AKT1;IKBKG;HRAS;NKX3-1;PDGFRB;PDGFRA;MAP2K2;CHUK;PDPK1;IL1R2;INSRR;MMP3;MMP9;ETV5;AR;CREB3;CREB1;ZEB1;CCNE2;SPINT1;CCNE1;SOS1;SOS2;CREB5;GSTP1;TCF7;PDGFB;PDGFA;PIK3R3;TMPRSS2;PIK3R1;FOXO1;RELA;NRAS;PDGFD;E2F1;E2F2;E2F3;TCF7L2;TCF7L1;SRD5A2;BAD;EGF;IGF1;NFKB1;MTOR;NFKBIA;CDK2;GRB2;KRAS;FGFR2;FGFR1"
"Selenocompound metabolism","15/17",0.00195818468287235,0.00895170140741644,0,0,6.9344120196475,43.2411724966388,"TXNRD3;TXNRD2;MARS2;TXNRD1;MARS1;INMT;PAPSS2;PAPSS1;SEPSECS;CTH;KYAT3;KYAT1;SCLY;SEPHS2;PSTK"
"Protein digestion and absorption","68/103",0.00269753384977317,0.0119176382682923,0,0,1.79935278661319,10.6439226249365,"KCNK5;COL18A1;COL16A1;COL14A1;ELN;COL12A1;SLC8A1;SLC8A2;COL10A1;SLC36A1;SLC6A19;COL27A1;SLC36A2;MME;COL25A1;COL23A1;ATP1B2;ATP1B1;SLC9A3;SLC7A7;COL4A2;MEP1B;SLC7A8;COL4A1;MEP1A;SLC7A9;COL4A4;KCNQ1;COL6A2;COL4A3;COL6A1;COL4A6;COL8A2;COL8A1;COL6A3;COL6A6;COL17A1;CPB2;COL15A1;KCNE3;COL11A1;SLC1A1;ATP1A4;ATP1A3;SLC3A1;ATP1A2;PRCP;SLC3A2;SLC1A5;ATP1A1;DPP4;KCNN4;SLC38A2;SLC36A4;COL28A1;COL26A1;SLC16A10;COL1A1;COL3A1;COL1A2;COL5A1;XPNPEP2;COL5A3;FXYD2;COL7A1;COL5A2;COL20A1;COL9A2"
"Alanine, aspartate and glutamate metabolism","28/37",0.00271871122995417,0.0119176382682923,0,0,2.87800278581378,17.0020815544291,"GLS2;ABAT;GPT;DDO;PPAT;ASL;GLUL;RIMKLB;ADSL;GOT1;AGXT2;GAD1;GFPT2;GPT2;CAD;GOT2;ASNS;ASRGL1;ASS1;ALDH4A1;GLUD1;ALDH5A1;FOLH1;ADSS1;ADSS2;NAT8L;ASPA;NIT2"
"Aldosterone-regulated sodium reabsorption","28/37",0.00271871122995417,0.0119176382682923,0,0,2.87800278581378,17.0020815544291,"IRS1;ATP1A4;ATP1A3;NEDD4L;PIK3CD;PIK3R3;ATP1A2;ATP1A1;PIK3CB;PIK3R1;NR3C2;HSD11B2;SFN;KCNJ1;PDPK1;PRKCB;INSR;PRKCA;ATP1B2;IGF1;ATP1B1;SCNN1G;FXYD4;FXYD2;SCNN1B;SCNN1A;KRAS;SGK1"
"Choline metabolism in cancer","65/98",0.00279312191347908,0.0120783650312609,0,0,1.82406177325368,10.7265691697224,"DGKE;SLC44A3;SLC44A4;SLC44A1;DGKB;SLC44A2;PIK3CD;PIK3CB;AKT3;RAC2;AKT1;RAC3;HRAS;PDGFRB;PDGFRA;LYPLA1;PCYT1B;MAP2K2;PCYT1A;PRKCB;PDPK1;PLA2G4C;TSC2;PLA2G4A;PRKCA;TSC1;FOS;GPCPD1;DGKQ;DGKK;SOS1;SOS2;PLPP1;SLC22A4;SLC22A5;SLC22A2;SLC22A1;PDGFB;WAS;PDGFA;PIK3R3;PIK3R1;HIF1A;PLD2;MAPK9;NRAS;PDGFD;EIF4EBP1;PIP5K1A;PIP5K1B;PIP5K1C;WASF1;RALGDS;WASF2;WASF3;JUN;EGF;MTOR;MAPK10;RHEB;SP1;RPS6KB2;GRB2;CHPT1;KRAS"
"Lysine degradation","44/63",0.00298503937861265,0.012736168015414,0,0,2.14334658357309,12.4617221209743,"SUV39H2;GCDH;KMT2D;COLGALT2;SETD2;PRDM9;ECHS1;EHMT2;SUV39H1;KMT2C;SETD7;KMT2B;EHMT1;PLOD3;DLST;PRDM2;PLOD1;ACAT2;DHTKD1;ACAT1;NSD3;HYKK;ALDH2;ALDH1B1;NSD2;PRDM16;KMT5A;HADH;COLGALT1;AASS;SETDB1;PHYKPL;AADAT;PIPOX;BBOX1;CAMKMT;ALDH3A2;HADHA;EHHADH;ALDH7A1;DLD;EZH1;ALDH9A1;EZH2"
"Human T-cell leukemia virus 1 infection","134/219",0.00364768210934626,0.0153586615130369,0,0,1.46173719682729,8.20570053156621,"RB1;SPI1;CRTC3;CSF2;BUB1B;ELK1;ETS1;TNF;ETS2;ICAM1;CDC20;ELK4;CCND3;CCND2;CREB3L3;CCND1;PTTG1;CREB3L4;CHEK2;MYC;AKT3;CDC27;CHEK1;CREB3L2;AKT1;PRKACA;B2M;IL15RA;MAP2K2;IL1R1;IL1R2;ADCY9;CCNE2;CCNE1;VDAC3;TBPL1;VDAC2;ANAPC4;VDAC1;TLN2;MAD1L1;ANAPC2;PIK3R3;PIK3R1;CCNB2;TERT;STAT5A;SMAD2;EGR1;STAT5B;EGR2;JUN;SMAD3;TGFB1;TGFB3;NFATC2;NFATC1;NFKB1;NFATC4;NFKB2;FOSL1;NFKBIA;IL6;CDK4;CDC16;CDK2;TCF3;MAP3K14;BCL2L1;NRP1;CD40;CDKN1A;ITGB2;SLC2A1;PIK3CD;CD3G;TNFRSF13C;PIK3CB;CD3E;ITGAL;CD3D;PPP3CC;XPO1;IKBKG;HRAS;JAK3;JAK1;MMP7;CHUK;IL15;FOS;TGFBR1;TGFBR2;TNFRSF1A;CCNA2;KAT2B;CREB3;KAT2A;CREB1;ESPL1;LCK;LTA;SLC25A5;SLC25A4;CREB5;ADCY4;ADCY3;ADCY1;IL2RG;ADCY7;ADCY6;RELA;ADCY5;RELB;MAPK9;NRAS;E2F1;E2F2;E2F3;BUB3;RANBP1;CDKN2B;CDKN2C;MAP3K1;RANBP3;CDKN2A;MAPK10;CD4;IL2RA;IL2RB;BAX;KRAS;RAN;MAD2L1"
"mTOR signaling pathway","97/154",0.00371876029311031,0.0154545882311078,0,0,1.57686104397972,8.82153610938302,"IRS1;TNF;RPS6KA3;RPS6KA6;STK11;DEPTOR;RPS6KA2;AKT3;SESN2;GRB10;AKT1;ATP6V1E1;SKP2;ATP6V1G1;MAP2K2;WNT5B;PRKCB;WNT5A;TSC2;PRKCA;TSC1;CLIP1;RRAGC;DDIT4;ULK1;ATP6V1A;MAPKAP1;NPRL2;PIK3R3;PIK3R1;WNT6;DVL1;DVL2;EIF4EBP1;ATP6V1H;ATP6V1D;ATP6V1C1;ATP6V1C2;ATP6V1F;WNT4;WNT10B;FZD3;WNT10A;FZD2;FZD5;FZD4;FZD7;INSR;FZD6;FZD8;IGF1;RHEB;GRB2;PRR5;WNT2B;CAB39L;PIK3CD;PIK3CB;RPTOR;FLCN;HRAS;RNF152;SEC13;CHUK;PDPK1;STRADB;WNT9A;RHOA;TNFRSF1A;SLC7A5;ATP6V1B2;SGK1;SOS1;SOS2;ATP6V1B1;PRKAA1;PRKAA2;LRP5;WNT8B;SLC3A2;LRP6;NRAS;ATP6V1G3;FNIP1;FNIP2;EIF4B;WNT7A;CASTOR1;MTOR;CASTOR2;RPS6KB2;KRAS;LAMTOR2;LAMTOR1;LAMTOR4;LPIN1;LAMTOR5"
"Terpenoid backbone biosynthesis","18/22",0.00378228280599387,0.0155170576656159,0,0,4.16098265895954,23.207579253513,"NUS1;ICMT;MVK;GGPS1;HMGCS1;HMGCR;ACAT2;ACAT1;DHDDS;ZMPSTE24;FNTA;FNTB;PMVK;PDSS2;MVD;PDSS1;RCE1;PCYOX1"
"Bacterial invasion of epithelial cells","52/77",0.00405686455429873,0.0164328690807037,0,0,1.92539725497777,10.6038267160827,"ITGB1;ARPC1B;ARPC1A;ARPC5L;CLTB;CLTA;ILK;PIK3CD;PIK3CB;WASL;ACTB;SEPTIN11;ACTR3;ACTR2;GAB1;RHOG;RHOA;CD2AP;DNM2;ARHGAP10;CTTN;ELMO1;ELMO2;HCLS1;ELMO3;ITGA5;VCL;SHC4;SHC2;SHC1;SRC;PIK3R3;PIK3R1;CBL;ACTR3B;CDC42;CTNNA1;CTNNA2;WASF1;WASF2;CAV3;SEPTIN2;FN1;SEPTIN6;ARPC4;SEPTIN3;ARPC5;SEPTIN9;SEPTIN8;MAD2L2;ARPC2;ARPC3"
"Acute myeloid leukemia","46/67",0.00411690428250464,0.0164676171300186,0,0,2.02733311253404,11.1354388956288,"CSF2;ITGAM;SPI1;FLT3;TCF7;ARAF;PIK3CD;PIK3R3;PIK3CB;PIK3R1;RELA;NRAS;CCND1;MYC;AKT3;PIM1;EIF4EBP1;AKT1;IKBKG;PIM2;CD14;HRAS;RUNX1T1;STAT5A;STAT5B;TCF7L2;TCF7L1;MAP2K2;CHUK;BAD;STAT3;DUSP6;MTOR;NFKB1;PML;RUNX1;CCNA2;PER2;KIT;RPS6KB2;RARA;GRB2;KRAS;SOS1;SOS2;PPARD"
"Insulin signaling pathway","87/137",0.00418049799618883,0.0165155476392645,0,0,1.61191736979924,8.8289951490803,"PYGB;IRS1;PDE3B;ARAF;INPPL1;PIK3CD;CALML3;CBLB;CALML4;PIK3CB;PYGL;SLC2A4;ELK1;HK2;HK1;GYS2;RPTOR;GYS1;HK3;AKT3;FLOT1;AKT1;FLOT2;PRKACA;HRAS;SREBF1;PRKAB2;PRKCI;MAP2K2;PDPK1;TSC2;PHKA1;TSC1;PRKAB1;PRKAR1B;PPP1R3B;PPP1R3E;HKDC1;PPP1R3D;RAPGEF1;SOS1;FBP1;SOS2;FBP2;RHOQ;SHC4;SHC2;PRKAA1;PRKAA2;SHC1;PIK3R3;PIK3R1;CBL;ACACB;PRKCZ;FOXO1;SOCS2;SOCS3;MAPK9;NRAS;INPP5A;SOCS1;PHKG1;PRKAR2A;MKNK1;MKNK2;EIF4EBP1;PCK1;PPARGC1A;SH2B2;PCK2;PTPN1;BAD;INSR;PHKB;G6PC1;MTOR;MAPK10;G6PC3;RHEB;FASN;RPS6KB2;TRIP10;GRB2;KRAS;CALM1;CALM2"
"cGMP-PKG signaling pathway","104/167",0.00456363362563174,0.0178093019536849,0,0,1.52971834417337,8.24462524889954,"MYLK2;GUCY1B1;IRS1;CALML3;CALML4;MYLK3;SLC8A1;MYLK;SLC8A2;EDNRA;RGS2;EDNRB;CREB3L3;CREB3L4;AKT3;CREB3L2;ADORA1;AKT1;GTF2I;MEF2A;GUCY1A2;GUCY1A1;MEF2C;MAP2K2;PRKCE;IRAG1;ATP1B2;ATP1B1;ADCY9;PPIF;VDAC3;VDAC2;VDAC1;MYL9;NPR1;NPR2;ITPR1;ITPR2;ADRB1;GATA4;ITPR3;CACNA1C;CACNA1F;KNG1;PIK3R6;PIK3R5;KCNMB1;VASP;INSR;PDE2A;NFATC2;NFATC1;NFATC4;FXYD2;PDE3A;GTF2IRD1;CALM1;CALM2;PDE3B;ATP2A3;ATP2A2;ADRA1D;ADRA1B;ADRA1A;PIK3CG;PPP3CC;BDKRB2;PRKG2;PRKG1;PPP1R12A;TRPC6;ADRA2B;RHOA;CREB3;PLCB3;CREB1;KCNMA1;PDE5A;PLCB1;SLC25A5;PLCB2;SLC25A4;MYH6;CREB5;OPRD1;ROCK2;ADCY4;ATP1A4;ADCY3;ATP1A3;ATP1A2;ADCY1;ATP1A1;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;GNA11;GNA12;BAD;NOS3;ATP2B2;ATP2B1"
"beta-Alanine metabolism","23/30",0.00493818676883759,0.0190387923617835,0,0,3.03869191049914,16.1377545350942,"ECHS1;SMOX;GAD1;ABAT;UPB1;CNDP1;ALDH3A2;ALDH3A1;HADHA;ALDH6A1;ALDH1B1;ALDH2;ACOX1;ALDH3B1;EHHADH;CARNS1;DPYD;MLYCD;ACOX3;ACADS;ALDH7A1;HIBCH;ALDH9A1"
"Colorectal cancer","57/86",0.00505569784655605,0.0192598013202135,0,0,1.81954323099547,9.62036063414779,"CDKN1A;ARAF;PIK3CD;PIK3CB;AREG;BBC3;CASP9;CCND1;CASP3;MYC;AKT3;RAC2;AKT1;RAC3;HRAS;APPL1;APC2;MAP2K2;AXIN2;FOS;RHOA;TGFBR1;EREG;TGFBR2;MSH2;BIRC5;SOS1;SOS2;RALB;TCF7;PIK3R3;PIK3R1;MAPK9;NRAS;BCL2L11;PMAIP1;BAK1;RALGDS;SMAD2;TCF7L2;JUN;TCF7L1;SMAD3;TGFB1;GADD45B;BAD;EGF;GADD45A;TGFB3;MTOR;GADD45G;MAPK10;RPS6KB2;BAX;CYCS;GRB2;KRAS"
