"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"alcohol dehydrogenase (NAD+) activity (GO:0004022)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"ADHFE1;ADH7;ADH5"
"cAMP response element binding protein binding (GO:0008140)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"CRTC3;CREM;SIK1"
"glucosyltransferase activity (GO:0046527)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"POGLUT2;POGLUT1;POGLUT3"
"growth hormone receptor binding (GO:0005131)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"SOCS2;TYK2;JAK1"
"mannosidase activity (GO:0015923)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"MAN2A2;MAN2B2;MAN2B1"
"natural killer cell lectin-like receptor binding (GO:0046703)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"RAET1E;CLEC2D;ULBP1"
"phosphatidylinositol-4,5-bisphosphate phosphatase activity (GO:0106019)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"INPP5B;INPP5J;SYNJ2"
"phosphoserine residue binding (GO:0050815)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"NEDD4;PCIF1;PIN1"
"tRNA (cytosine) methyltransferase activity (GO:0016427)","3/9",0.928272144434238,0.999996923433401,0,0,0.461568061568062,0.0343546631858325,"NSUN3;METTL8;TRDMT1"
"snRNA binding (GO:0017069)","18/43",0.93118585591351,0.999996923433401,0,0,0.664300578034682,0.0473622338969978,"HEXIM1;SF3B3;MEPCE;DDX21;LARP7;PRPF8;LSM4;LSM2;EFTUD2;LSM10;ISG20;LSM11;DDX39B;TUT1;SNRPB2;PRPF31;SNRPA;RBM22"
"endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888)","5/14",0.932261178054413,0.999996923433401,0,0,0.512791729476036,0.0359683757328339,"ENDOV;ZGRF1;EXO1;DNASE1;DNASE1L3"
"inhibitory extracellular ligand-gated ion channel activity (GO:0005237)","5/14",0.932261178054413,0.999996923433401,0,0,0.512791729476036,0.0359683757328339,"GABRA2;GABRA3;GABRE;GABRG3;GABRG1"
"N-acetyltransferase activity (GO:0008080)","8/21",0.932822669776419,0.999996923433401,0,0,0.567942548308285,0.0394948161047975,"SMARCE1;KAT2B;NAT8;NAT10;SAT2;NAT8L;NAT14;NAA80"
"miRNA binding (GO:0035198)","12/30",0.933237894920349,0.999996923433401,0,0,0.615187110854355,0.0425064347263052,"TRIM71;PNPT1;ZC3H7A;ZC3H7B;AGO4;TUT4;AGO1;ZC3H12A;DDX21;MATR3;YBX1;HNRNPA1"
"E-box binding (GO:0070888)","17/41",0.934240496518219,0.999996923433401,0,0,0.653541726872813,0.044454812096717,"BHLHE41;SCX;TCF21;TWIST1;AHR;ASCL1;SREBF2;CIART;PER1;ZEB1;MYC;ATOH8;SNAI1;SNAI2;PPARG;TCF4;TCF3"
"receptor ligand activity (GO:0048018)","147/307",0.934313203507275,0.999996923433401,0,0,0.846243049458589,0.0574967665096816,"SEMA5A;CSF3;CSF2;CSF1;EPO;ERFE;CXCL13;FGF1;METRNL;FGF2;TNF;ENDOU;LGALS3;FGF7;IL36A;FGF9;FAM3B;TNFSF11;FAM3D;NRTN;FAM3C;SEMA6B;SEMA6C;EPHA7;SEMA6A;WNT5B;HGF;SEMA6D;CLEC11A;WNT5A;MIF;DKK1;PGF;EREG;BTC;SFRP2;NBL1;LRPAP1;SEMA7A;PDGFB;PDGFA;TNFRSF11B;DPP4;WNT6;APELA;NDP;WNT4;WNT10B;WNT10A;TGFB1;TSLP;BDNF;TGFB3;IGF2;LIF;OSGIN1;GDF1;IL36G;INHBB;GDF3;IGF1;INHBA;GDF6;BMP7;BMP6;IL1F10;BMP5;BMP4;GDF9;BMP3;CXCL10;BMP2;IL6;GDNF;IL7;FGF18;GNRH1;CXCL9;EDA;WNT2B;HMGB2;CXCL1;AREG;CX3CL1;TNFSF13B;INSL6;SHH;TIMP1;IL11;EDN1;LEFTY1;EDN3;IL15;IL18;IL16;NRG1;WNT9A;NGF;GREM1;GREM2;VGF;C1QTNF12;IL1B;ANGPTL3;GAS6;GRN;CCL11;CTF1;SEMA3C;SEMA3D;SEMA3A;SEMA3B;SEMA3G;WNT8B;PTN;PTHLH;GPNMB;NPY;CCL5;NTF3;CCL4;CCL3;CCL24;GDF11;IL33;SEMA4A;SEMA4D;GDF15;EGF;IL34;SEMA4C;BMP8A;OSM;VEGFB;WNT7A;VEGFD;SEMA4F;SEMA4G;AGT;VEGFA;APLN;TAFA5;CLCF1;TAFA1;IL17F;INHA;CRLF1"
"cysteine-type peptidase activity (GO:0008234)","44/98",0.934471567293296,0.999996923433401,0,0,0.751386116655578,0.0509245013773159,"USP35;USP13;USP14;USP10;USP33;USP11;CTSW;USP18;CTSS;MALT1;CASP9;CASP7;UCHL1;CASP8;CASP6;CTSL;CASP3;CTSK;CASP4;CAPN2;CASP1;CAPN3;CASP2;CTSH;CTSF;USP30;TINAG;CTSC;CTSB;USP24;USP8;USP7;USP49;USP42;USP20;USP2;USP28;SFRP1;ESPL1;ATG4C;ATG4A;OTULINL;LGMN;ATG4D"
"RNA cap binding (GO:0000339)","7/19",0.940263101485531,0.999996923433401,0,0,0.538366535142591,0.0331609815868816,"CYFIP2;CYFIP1;EIF4A1;EIF4E3;LARP1;NCBP3;EIF3D"
"calcium-activated potassium channel activity (GO:0015269)","4/12",0.944451003581906,0.999996923433401,0,0,0.461516259380412,0.0263763321425105,"KCNMB1;KCNMA1;KCNN2;KCNN4"
"caspase binding (GO:0089720)","4/12",0.944451003581906,0.999996923433401,0,0,0.461516259380412,0.0263763321425105,"RIPK2;BFAR;NLRC4;NOL3"
"cytidine deaminase activity (GO:0004126)","4/12",0.944451003581906,0.999996923433401,0,0,0.461516259380412,0.0263763321425105,"APOBEC1;CDA;APOBEC2;CDADC1"
"dynactin binding (GO:0034452)","4/12",0.944451003581906,0.999996923433401,0,0,0.461516259380412,0.0263763321425105,"BICDL1;MAPT;SNX5;SNX6"
"m7G(5')pppN diphosphatase activity (GO:0050072)","4/12",0.944451003581906,0.999996923433401,0,0,0.461516259380412,0.0263763321425105,"NUDT7;NUDT16L1;DCP2;NUDT4"
"poly(A)-specific ribonuclease activity (GO:0004535)","4/12",0.944451003581906,0.999996923433401,0,0,0.461516259380412,0.0263763321425105,"PAN2;CNOT6;CNOT2;NOCT"
"RNA stem-loop binding (GO:0035613)","4/12",0.944451003581906,0.999996923433401,0,0,0.461516259380412,0.0263763321425105,"ZC3H12A;CPEB3;MYH10;LARP6"
"intracellular calcium activated chloride channel activity (GO:0005229)","6/17",0.948317164467444,0.999996923433401,0,0,0.50341171530548,0.0267141825119325,"ANO1;TTYH3;TTYH1;ANO6;ANO7;ANO3"
"intracellular chloride channel activity (GO:0061778)","6/17",0.948317164467444,0.999996923433401,0,0,0.50341171530548,0.0267141825119325,"ANO1;TTYH3;TTYH1;ANO6;ANO7;ANO3"
"nuclear localization sequence binding (GO:0008139)","9/24",0.948532429692106,0.999996923433401,0,0,0.553681778804505,0.0292561574423345,"BRAP;NUP214;NFKBIA;KPNA6;KPNA2;KPNA3;IPO4;KPNB1;IPO5"
"[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity (GO:0008467)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"HS3ST3B1;HS3ST1"
"alcohol dehydrogenase activity, zinc-dependent (GO:0004024)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"ADH7;ADH5"
"calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"PPM1A;PPP3CC"
"CCR6 chemokine receptor binding (GO:0031731)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"CCL20;DEFB1"
"clathrin light chain binding (GO:0032051)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"HIP1;NSG1"
"fatty-acyl-CoA synthase activity (GO:0004321)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"ACSM1;ACSM5"
"gamma-aminobutyric acid transmembrane transporter activity (GO:0015185)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"SLC6A13;SLC6A12"
"intracellular cGMP-activated cation channel activity (GO:0005223)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"CNGA4;AQP1"
"MutSalpha complex binding (GO:0032407)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"PMS2;MUTYH"
"myosin heavy chain binding (GO:0032036)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"CORO1A;NKD2"
"retinol binding (GO:0019841)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"RBP1;ADH7"
"rRNA methyltransferase activity (GO:0008649)","2/7",0.949582521918353,0.999996923433401,0,0,0.369257406694883,0.0191027349251986,"FBL;FTSJ3"
"GABA receptor activity (GO:0016917)","8/22",0.954263171859235,0.999996923433401,0,0,0.527320225491544,0.0246869098223572,"GABRA2;GABRB3;GABRP;GABRA3;GABRE;GABRG3;GABRD;GABRG1"
"mannosyltransferase activity (GO:0000030)","8/22",0.954263171859235,0.999996923433401,0,0,0.527320225491544,0.0246869098223572,"POMT2;DPM1;PIGB;DPY19L1;POMT1;TMTC2;PIGM;ALG1"
"protein serine/threonine phosphatase activity (GO:0004722)","26/62",0.956875902657596,0.999996923433401,0,0,0.666098898744483,0.0293626847200569,"CTDP1;MTMR3;PPM1L;PPM1M;LRRK2;LRRK1;PPM1H;PPM1J;CDC14B;TIMM50;PPP6C;PPP4C;PPTC7;DUSP1;CTDSPL;LRRC40;PDP1;PPM1A;PPM1B;PPP5C;PDP2;CTDSP1;LCK;PPP1R3D;TAB1;CDKN3"
"adenosine deaminase activity (GO:0004000)","3/10",0.958008189969611,0.999996923433401,0,0,0.395588538445681,0.0169703337300467,"LACC1;ADAR;ADA"
"histone demethylase activity (H3-K36 specific) (GO:0051864)","3/10",0.958008189969611,0.999996923433401,0,0,0.395588538445681,0.0169703337300467,"KDM4A;KDM2A;KDM2B"
"ion channel activity (GO:0005216)","36/84",0.963193060672165,0.999996923433401,0,0,0.69151708164447,0.0259328648436719,"CHRNA4;MCUB;GRIK3;GRIK1;PKD2;TRPM2;CALHM2;ANXA6;PIEZO2;TRPM7;TRPM6;GRIA3;GRIA4;CHRNB2;CHRNB1;TRPC6;GRID1;TRPC1;TMEM120A;TRPV2;TMC8;TRPV3;TMC5;GRIN2C;MCOLN1;GRIN2B;CALHM5;CALHM6;GRIN2D;SCNN1G;GRIN3B;GRIN3A;TRPV6;P2RX1;TRPV4;TRPV5"
"translation initiation factor activity (GO:0003743)","16/41",0.965891977748875,0.999996923433401,0,0,0.590375650163745,0.0204879687174272,"EIF2B5;EIF4A1;EIF4E3;MTIF3;EIF2S2;EIF1;COPS5;EIF3I;EIF2D;EIF3E;EIF1B;EIF3D;EIF4G3;EIF3A;EIF4G2;EIF4G1"
"microtubule minus-end binding (GO:0051011)","4/13",0.966223029459836,0.999996923433401,0,0,0.410193915293011,0.0140945057889381,"CAMSAP3;TUBGCP5;CEP290;CAMSAP1"
"5'-flap endonuclease activity (GO:0017108)","2/8",0.972746442336863,0.999996923433401,0,0,0.307682441964858,0.00850182722253927,"EXO1;ZGRF1"
"androsterone dehydrogenase activity (GO:0047023)","2/8",0.972746442336863,0.999996923433401,0,0,0.307682441964858,0.00850182722253927,"RDH16;RDH5"
"aryl hydrocarbon receptor binding (GO:0017162)","2/8",0.972746442336863,0.999996923433401,0,0,0.307682441964858,0.00850182722253927,"NCOA1;ARNT2"
"estrogen 16-alpha-hydroxylase activity (GO:0101020)","2/8",0.972746442336863,0.999996923433401,0,0,0.307682441964858,0.00850182722253927,"CYP1A1;CYP1B1"
"poly(G) binding (GO:0034046)","2/8",0.972746442336863,0.999996923433401,0,0,0.307682441964858,0.00850182722253927,"PNPT1;HNRNPDL"
"siRNA binding (GO:0035197)","2/8",0.972746442336863,0.999996923433401,0,0,0.307682441964858,0.00850182722253927,"TLR9;TLR7"
"endopeptidase inhibitor activity (GO:0004866)","50/115",0.972961419605142,0.999996923433401,0,0,0.708944128928667,0.0194327601508358,"APP;SERPINE2;PROS1;SERPINE1;SERPINA10;SPINT2;SERPINA6;SERPINA7;WFDC2;SERPINA5;PTTG1;TIMP2;TIMP3;TIMP1;CAST;SPINK1;ANXA2;SERPINF1;SERPINF2;SERPINB9;NGF;RENBP;SERPINB5;UCHL5;SLPI;BIN1;COL4A3;SERPING1;BIRC6;GAPDH;CRB2;CSTB;ITIH4;USP14;ITIH3;LXN;ITIH2;SERPINC1;FURIN;CST7;KNG1;SPOCK2;SERPINH1;SPOCK1;SPP2;PRNP;SERPIND1;AGT;BST2;HRG"
"ribonuclease activity (GO:0004540)","27/66",0.973216927802717,0.999996923433401,0,0,0.63837030773681,0.0173306521959059,"INTS11;RNASEL;RNASEH2A;SAMHD1;SMG6;ZC3H12D;EXOSC7;ENDOU;ZC3H12C;EXOSC5;EXOSC4;YBEY;ZC3H12B;ZC3H12A;EXOSC8;DIS3L2;ENDOG;ELAC2;CPSF3;RNASE6;EXOG;SND1;AZGP1;CNOT6;LACTB2;AGO1;ANG"
"acetylation-dependent protein binding (GO:0140033)","7/21",0.974046852939023,0.999996923433401,0,0,0.461360792993937,0.0121318847565647,"THAP7;CARM1;PSME4;YEATS4;BRD9;PHIP;MLLT3"
"lysine-acetylated histone binding (GO:0070577)","7/21",0.974046852939023,0.999996923433401,0,0,0.461360792993937,0.0121318847565647,"THAP7;CARM1;PSME4;YEATS4;BRD9;PHIP;MLLT3"
"postsynaptic neurotransmitter receptor activity (GO:0098960)","7/21",0.974046852939023,0.999996923433401,0,0,0.461360792993937,0.0121318847565647,"CHRNB2;CHRNB1;CHRNA2;CHRNA4;CHRNE;ANXA9;DRD4"
"7S RNA binding (GO:0008312)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"SRP68"
"acrosin binding (GO:0032190)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"SERPINA5"
"all-trans retinal binding (GO:0005503)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"ABCA4"
"annealing activity (GO:0097617)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"EIF4B"
"benzodiazepine receptor binding (GO:0030156)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"DBI"
"bis(5'-adenosyl)-hexaphosphatase activity (GO:0034431)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"NUDT4"
"bis(5'-adenosyl)-pentaphosphatase activity (GO:0034432)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"NUDT4"
"C-X-C chemokine binding (GO:0019958)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"CXCR2"
"calcium, potassium:sodium antiporter activity (GO:0008273)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"SLC24A5"
"chromatin insulator sequence binding (GO:0043035)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"REPIN1"
"diphosphoinositol-polyphosphate diphosphatase activity (GO:0008486)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"NUDT4"
"dopamine neurotransmitter receptor activity (GO:0004952)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"DRD4"
"double-stranded RNA adenosine deaminase activity (GO:0003726)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"ADAR"
"endopolyphosphatase activity (GO:0000298)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"NUDT4"
"endoribonuclease activity, producing 3'-phosphomonoesters (GO:0016892)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"RIDA"
"estrogen 2-hydroxylase activity (GO:0101021)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"CYP1A1"
"histone demethylase activity (H3-K27 specific) (GO:0071558)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"KDM6B"
"intronic transcription regulatory region sequence-specific DNA binding (GO:0001161)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"GRHL2"
"ketosteroid monooxygenase activity (GO:0047086)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"AKR1D1"
"melanocortin receptor binding (GO:0031779)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"MRAP2"
"protein-arginine omega-N monomethyltransferase activity (GO:0035241)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"PRMT1"
"RNA polymerase II C-terminal domain phosphoserine binding (GO:1990269)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"PCIF1"
"RNA strand annealing activity (GO:0033592)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"EIF4B"
"serotonin-gated cation-selective channel activity (GO:0022850)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"HTR3A"
"type 1 fibroblast growth factor receptor binding (GO:0005105)","1/5",0.974505750963395,0.999996923433401,0,0,0.230787727229008,0.00596006042266353,"FGF18"
"alditol:NADP+ 1-oxidoreductase activity (GO:0004032)","3/11",0.975849390954116,0.999996923433401,0,0,0.346103896103896,0.00846120783993874,"AKR1D1;AKR1A1;AKR1B1"
"chloride ion binding (GO:0031404)","3/11",0.975849390954116,0.999996923433401,0,0,0.346103896103896,0.00846120783993874,"NQO2;ACE;NPR3"
"intracellular cyclic nucleotide activated cation channel activity (GO:0005221)","3/11",0.975849390954116,0.999996923433401,0,0,0.346103896103896,0.00846120783993874,"CNGA4;HCN2;AQP1"
"G protein-coupled peptide receptor activity (GO:0008528)","34/82",0.978532897123812,0.999996923433401,0,0,0.65297343368069,0.0141700933988855,"CX3CR1;OPRD1;OXTR;VIPR1;ADCYAP1R1;CALCRL;NPR1;NPR3;FPR1;PTH1R;FPR2;RXFP1;RXFP3;CYSLTR1;EDNRA;MC2R;EDNRB;CALCR;NLRP6;GALR2;BDKRB2;S1PR2;GCGR;F2R;GLP2R;SCTR;PTH2R;SORCS1;SORCS2;TSHR;MAS1;APLNR;LGR5;LGR4"
"calcium activated cation channel activity (GO:0005227)","6/19",0.978799311608637,0.999996923433401,0,0,0.425874933380707,0.00912592519578233,"ANO1;KCNMB1;KCNMA1;ANO6;KCNN2;KCNN4"
"glucuronosyltransferase activity (GO:0015020)","11/31",0.978837720311637,0.999996923433401,0,0,0.507374602868971,0.0108524438375045,"EXT1;UGT1A10;CHPF;CHSY1;UGT1A1;B4GAT1;B3GAT2;UGT3A1;LARGE1;UGT1A9;LARGE2"
"monocarboxylic acid binding (GO:0033293)","11/31",0.978837720311637,0.999996923433401,0,0,0.507374602868971,0.0108524438375045,"UGT1A10;CYP26B1;RXRA;UGT1A1;PSAP;NR1H4;NAPEPLD;RARA;PYGL;UGT1A9;SERPINA5"
"gated channel activity (GO:0022836)","4/14",0.979807654323484,0.999996923433401,0,0,0.36913604002309,0.00753000522392386,"PACC1;PIEZO2;TMC8;TMC5"
"acetylcholine receptor activity (GO:0015464)","7/22",0.983279153646247,0.999996923433401,0,0,0.430558496134475,0.00726017114658706,"CHRNB2;CHRM3;CHRNB1;CHRNA2;CHRNA4;CHRNE;ANXA9"
"retinoic acid binding (GO:0001972)","7/22",0.983279153646247,0.999996923433401,0,0,0.430558496134475,0.00726017114658706,"UGT1A10;CYP26B1;RXRA;UGT1A1;RARA;UGT1A9;SERPINA5"
"mRNA binding (GO:0003729)","120/263",0.983843158822405,0.999996923433401,0,0,0.772292506092856,0.0125797074188363,"EIF4A1;RPL5;PARK7;RPL7;ZC3H12D;ZC3H12C;EIF4ENIF1;ZC3H12B;ZC3H12A;PABPC4L;RPL35;SRRM2;NANOS1;SRRM3;AQR;RBFOX1;RBFOX2;RPS7;SECISBP2;ANGEL2;RPS5;THOC2;THOC5;ARC;CARHSP1;SLPI;NCL;PPIE;SRSF6;KHDRBS1;DDX5;SHMT2;CSTF3;SHMT1;UTP23;MRPL13;ZFP36L1;FXR2;LARP1;DHX33;PCBP3;PCBP4;PCBP1;PCBP2;MYH10;CPSF6;RBPMS;UPF3B;TDRD7;LARP4;EIF2S2;A1CF;LARP6;PUM3;DHFR;RPS26;CPEB1;FUBP1;RNPS1;ACO1;HNRNPC;CPEB3;DCP1A;GRSF1;LSM14B;CPEB2;EIF4G3;EIF4G2;CPEB4;EIF4G1;MRPS11;CELF2;CELF3;CELF5;YBX3;SYNCRIP;AUH;PCF11;C1QBP;RBPMS2;RBM14;CLUH;RBM15;SECISBP2L;RPL13A;MRPS7;PTBP2;GNL3;PTBP3;PKM;ESRP2;TUT1;LUC7L3;RBM20;RBMS1;NCBP3;PABPC1;LUC7L2;RBMS2;RBMS3;RBM47;CRYZ;RIDA;NOCT;IGF2BP1;IGF2BP2;SF3B1;CCT5;MYEF2;SSB;CNBP;SAMD4B;HNRNPAB;CSDC2;NOVA1;SERBP1;TARDBP;EIF3D;SHFL;EIF3A"
"aryl sulfotransferase activity (GO:0004062)","2/9",0.985453232851773,0.999996923433401,0,0,0.263700324300555,0.00386416138343546,"SULT1B1;SULT1C2"
"endodeoxyribonuclease activity, producing 3'-phosphomonoesters (GO:0016889)","2/9",0.985453232851773,0.999996923433401,0,0,0.263700324300555,0.00386416138343546,"RAD51C;TEFM"
"flap endonuclease activity (GO:0048256)","2/9",0.985453232851773,0.999996923433401,0,0,0.263700324300555,0.00386416138343546,"EXO1;ZGRF1"
"intracellular cAMP-activated cation channel activity (GO:0005222)","2/9",0.985453232851773,0.999996923433401,0,0,0.263700324300555,0.00386416138343546,"CNGA4;HCN2"
"retinal binding (GO:0016918)","2/9",0.985453232851773,0.999996923433401,0,0,0.263700324300555,0.00386416138343546,"ALDH1A2;ABCA4"
"U3 snoRNA binding (GO:0034511)","2/9",0.985453232851773,0.999996923433401,0,0,0.263700324300555,0.00386416138343546,"ISG20;XRCC5"
"mechanosensitive ion channel activity (GO:0008381)","3/12",0.986315395828771,0.999996923433401,0,0,0.307615840949174,0.00423866988394571,"PIEZO2;TMC8;TMC5"
"ubiquitin-like protein-specific protease activity (GO:0019783)","6/20",0.986725135381703,0.999996923433401,0,0,0.395414054767403,0.0052842198156384,"OTUD5;USP7;COPS5;UFSP2;SENP1;OTULINL"
"11-cis retinal binding (GO:0005502)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"ABCA4"
"alkaline phosphatase activity (GO:0004035)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"CILP2"
"arylesterase activity (GO:0004064)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"APMAP"
"beta-glucosidase activity (GO:0008422)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"KL"
"G protein-coupled opioid receptor activity (GO:0004985)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"OPRD1"
"melanocortin receptor activity (GO:0004977)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"MC2R"
"MHC class I receptor activity (GO:0032393)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"MR1"
"pre-miRNA binding (GO:0070883)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"RAN"
"protein phosphatase 2B binding (GO:0030346)","1/6",0.987762741996153,0.999996923433401,0,0,0.184610945465038,0.00227306837306989,"SOD1"
"serine-type endopeptidase inhibitor activity (GO:0004867)","23/60",0.987952134090556,0.999996923433401,0,0,0.573090198632367,0.00694644330960033,"APP;SERPINE2;ANXA2;SERPIND1;SERPINC1;SERPINF1;SERPINA10;SERPINE1;SERPINF2;SERPINB9;FURIN;SPINT2;SERPINA6;SERPINA7;WFDC2;SERPINB5;AGT;SERPINA5;SLPI;SERPINH1;SERPING1;SPOCK1;HRG"
"fibroblast growth factor receptor binding (GO:0005104)","7/23",0.989370896976172,0.999996923433401,0,0,0.403606486382446,0.00431293707387784,"KL;FGF7;FGF9;FGF18;FGF1;FGF2;FRS3"
"regulatory RNA binding (GO:0061980)","14/40",0.989919193542505,0.999996923433401,0,0,0.496562759274624,0.00503115494261158,"TRIM71;PNPT1;TUT4;DDX21;YBX1;ZC3H7A;ZC3H7B;AGO4;AGO1;ZC3H12A;TLR9;MATR3;TLR7;HNRNPA1"
"basal RNA polymerase II transcription machinery binding (GO:0001099)","11/33",0.990289729552755,0.999996923433401,0,0,0.461153364782902,0.00449980658888168,"DRAP1;AR;URI1;ELOF1;PCF11;NCOA3;AGO1;ESRRB;ERCC5;WDR43;RTRAF"
"RNA polymerase core enzyme binding (GO:0043175)","11/33",0.990289729552755,0.999996923433401,0,0,0.461153364782902,0.00449980658888168,"URI1;ELOF1;RRN3;PCF11;NCOA3;AGO1;ESRRB;ERCC5;MAF1;WDR43;RTRAF"
"ion gated channel activity (GO:0022839)","8/26",0.99152014936401,0.999996923433401,0,0,0.409966848465405,0.00349128142325827,"ANO1;TTYH3;KCNT1;KCNT2;TTYH1;ANO6;ANO7;ANO3"
"ubiquitin protein ligase activity (GO:0061630)","118/263",0.991554763173768,0.999996923433401,0,0,0.748642157520462,0.00634930892447443,"UBE2D3;RNF19B;UBE2D1;CBLB;UBE3B;RNF19A;FBXO6;TRIM26;TRIM27;TRIM21;KCMF1;AREL1;FBXO17;NSMCE1;MUL1;UBE4A;UBE4B;NCCRP1;RBX1;RNF41;RNF128;TRIM17;HECW2;TRIM13;TRIM14;RNF122;CUL3;RNF180;UBR4;NEDD4L;DTX1;UBR3;UBR2;DTX3;MEFV;DTX4;UBR5;BRAP;HACE1;SMURF2;SMURF1;SIAH2;BFAR;MEX3C;BSPRY;MKRN2;RNF181;RNF183;RNF185;UBE2K;RNF187;TRIM71;RNF10;TRIM72;RNF11;RNF13;RNF14;RNF157;TRIM6;TRIM7;TRIM2;ARIH2;RNF150;RNF152;TRIM60;TRIM62;TRIM63;DTX3L;MSL2;RNF144B;RNF167;TRIM59;PDZRN3;BIRC2;BIRC3;PRKN;MARCHF2;MARCHF1;UHRF2;MGRN1;UHRF1;PELI2;RNF38;RNF6;RNF7;DCST1;CBL;RCHY1;RNF5;RNF2;RNFT1;RNF135;CDC42;NEURL1B;ZNRF1;ZNRF2;MARCHF8;RNF39;RFFL;RNF130;MARCHF6;MARCHF5;ANKIB1;PPIL2;RNF24;AMFR;SYVN1;WWP1;WWP2;NEURL4;NEURL3;NEDD4;RLIM;TRIM35;STUB1;TRIM37;ASB2;ASB1"
"nucleoside-triphosphate diphosphatase activity (GO:0047429)","2/10",0.992314359630396,0.999996923433401,0,0,0.230713736052328,0.0017800319422078,"ENPP1;ENPP3"
