"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"nuclear envelope organization (GO:0006998)","14/21",0.12919905687281,0.402265181740849,0,0,1.84803543913713,3.78182154741212,"SUN3;SUN1;TOR1A;DMPK;NUP155;SPAG4;VPS4A;TOR1AIP1;NUP93;TMEM43;REEP4;REEP3;NEMP1;EMD"
"positive regulation of immune system process (GO:0002684)","14/21",0.12919905687281,0.402265181740849,0,0,1.84803543913713,3.78182154741212,"TNFSF18;ANXA1;RSAD2;IL15;TNFRSF18;PIK3CD;MIA3;PIK3CB;AQP3;VEGFA;HCAR2;MADCAM1;NCKAP1L;LGALS9"
"positive regulation of phosphatase activity (GO:0010922)","14/21",0.12919905687281,0.402265181740849,0,0,1.84803543913713,3.78182154741212,"PDGFRB;PPP1R15B;MEF2C;RIPK3;CD300A;ITGA1;MAGI2;PLEK;MTOR;BMP2;CHP2;CALM1;CALM2;GPLD1"
"positive regulation of smoothened signaling pathway (GO:0045880)","14/21",0.12919905687281,0.402265181740849,0,0,1.84803543913713,3.78182154741212,"TEDC1;TEDC2;ARMC9;IHH;GLI1;KIF7;TXNDC15;UCHL5;SFRP1;SHH;EVC;STK36;ULK3;GAS8"
"regulation of cell-substrate junction assembly (GO:0090109)","14/21",0.12919905687281,0.402265181740849,0,0,1.84803543913713,3.78182154741212,"LDB1;LIMCH1;ROCK2;EFNA5;RHOA;CORO1C;CAMSAP3;SLK;PEAK1;PTPRA;CLASP1;EPHA3;GPM6B;VCL"
"regulation of lipid catabolic process (GO:0050994)","14/21",0.12919905687281,0.402265181740849,0,0,1.84803543913713,3.78182154741212,"ALK;PRKAA1;RARRES2;PDE3B;APOA2;APOC3;TYSND1;ABCB11;TNF;BSCL2;HCAR2;IL1B;ANGPTL3;LONP2"
"zinc ion transport (GO:0006829)","14/21",0.12919905687281,0.402265181740849,0,0,1.84803543913713,3.78182154741212,"SLC30A6;SLC30A9;SLC30A2;SLC30A5;SLC39A11;SLC30A1;MT3;SLC39A14;TRPM2;SLC39A6;SLC39A8;SLC39A1;SLC39A4;SLC39A3"
"negative regulation of blood vessel morphogenesis (GO:2000181)","46/78",0.130456805053382,0.405970762254202,0,0,1.32890987248841,2.70660814969769,"SPARC;NAXE;YJEFN3;NPR1;ROCK2;PDE3B;ECSCR;PTPRM;FOXO4;THBS2;THBS1;THBS4;AMOT;HHEX;SPRED1;ADAMTS1;ALOX5;STAB1;PGK1;EMILIN1;HOXA5;CCR2;GTF2I;WNT4;ANGPT4;SEMA6A;NIBAN2;STAT1;SERPINF1;VASH1;KLF4;SULF1;SYNJ2BP;HSPG2;DCN;PML;CXCL10;RGCC;COL4A2;AGO1;COL4A3;PPARG;IL17F;TEK;HRG;PF4"
"cellular response to metal ion (GO:0071248)","75/131",0.130892656567029,0.407116155018942,0,0,1.23847926267281,2.51829612355365,"RYR1;CPNE8;NCF1;CPNE4;CPNE7;HFE;LRRK2;GUCA1A;AQP2;PKD2;AQP1;SMPD1;CHP2;AKT1;CAPN3;CPNE2;SCN5A;B2M;KCNH1;MEF2A;MEF2C;CHUK;WNT5A;ANK3;FOS;MMP9;ITPKB;TFR2;RASA4;PPIF;DPEP1;FBP1;GPLD1;PRKN;CAMK2D;PRKAA1;PRKAA2;HVCN1;KCNA1;SLC41A1;IQGAP1;ADCY1;ADCY7;ADD1;TRPM2;MAPK9;SLC25A24;SYT5;TFAP2A;SLC12A2;PRNP;JUN;SYT3;AOC1;SYT2;DMTN;BNIP3;SYT15;SYT13;SYT9;MCOLN1;MT3;SYT8;BMP6;SYT7;SYT6;SYT17;DLG2;P2RX4;SYT12;DLG4;SYT11;ALOX5AP;ATP13A2;LGMN"
"blood vessel diameter maintenance (GO:0097746)","22/35",0.131398266913453,0.407577736126612,0,0,1.56394935057233,3.1740701806693,"EDN1;ACE;EDN3;NPR1;ROCK2;NOS3;SERPINF2;HTR2B;ECE1;ADCY6;AGT;KLF2;PER2;EDNRA;GCLC;EDNRB;KEL;BDKRB2;F2RL1;ITGB1BP1;NOS1;GCLM"
"negative regulation of epithelial cell migration (GO:0010633)","22/35",0.131398266913453,0.407577736126612,0,0,1.56394935057233,3.1740701806693,"ACVRL1;PTPRR;SP100;TACSTD2;PTPRM;PTPN23;VASH1;ADIPOR1;MCC;SYNJ2BP;THBS1;DCN;CORO1C;DUSP10;DNAJA4;SVBP;MARVELD3;EVL;APOE;SLIT2;ADAMTS9;PFN2"
"positive regulation of lymphocyte activation (GO:0051251)","22/35",0.131398266913453,0.407577736126612,0,0,1.56394935057233,3.1740701806693,"SH3KBP1;THY1;CYRIB;TICAM1;HSPD1;PYCARD;CCDC88B;IL6;TYROBP;CLEC7A;IGLL1;IL23A;LCK;TNIP2;TLR9;CCL2;SIRPA;TNFSF11;NCKAP1L;PRKCQ;CD47;CCR2"
"blood circulation (GO:0008015)","31/51",0.131516092676219,0.407577736126612,0,0,1.43263239124144,2.90627539909772,"ACVRL1;GUCY1B1;EPO;NPR1;ROCK2;ELN;MEOX2;ADCY6;HTR7;BDKRB2;C3AR1;OLR1;TNNI3;GUCY1A1;GPX1;ACE;EDN3;NOS3;STAT1;MYOF;TBC1D8;F5;SOD1;CXCL10;GCLC;CXCL12;ADORA2A;COL4A3;SERPING1;ITGB1BP1;GCLM"
"mitotic nuclear membrane organization (GO:0101024)","31/51",0.131516092676219,0.407577736126612,0,0,1.43263239124144,2.90627539909772,"NUP205;NUP107;NUP188;VPS4A;PPP2R2A;NUP160;CCNB2;CCNB1;SPAST;LMNA;RCC1;BANF1;EMD;SEC13;UBE2I;NUP155;VRK1;SIRT2;NUP93;REEP4;REEP3;CHMP2B;CHMP4C;CDK1;CHMP4B;CHMP6;CHMP7;KPNB1;RAN;CC2D1B;NUP37"
"mitotic nuclear membrane reassembly (GO:0007084)","31/51",0.131516092676219,0.407577736126612,0,0,1.43263239124144,2.90627539909772,"NUP205;NUP107;NUP188;VPS4A;PPP2R2A;NUP160;CCNB2;CCNB1;SPAST;LMNA;RCC1;BANF1;EMD;SEC13;UBE2I;NUP155;VRK1;SIRT2;NUP93;REEP4;REEP3;CHMP2B;CHMP4C;CDK1;CHMP4B;CHMP6;CHMP7;KPNB1;RAN;CC2D1B;NUP37"
"regulation of epithelial cell migration (GO:0010632)","31/51",0.131516092676219,0.407577736126612,0,0,1.43263239124144,2.90627539909772,"PTPRR;SRC;TACSTD2;PTPN23;PTN;ADIPOR1;HIF1A;RTN4;CORO1C;DUSP10;BMPER;RAB25;GLIPR2;HYAL1;MARVELD3;ENPP2;CTSH;SOX9;GLUL;ARSB;CLASP1;SASH1;PRKCE;EMP2;MCC;VIL1;CEACAM1;RHOJ;EVL;PFN1;PFN2"
"regulation of immune response (GO:0050776)","101/179",0.131753516484389,0.408102949976917,0,0,1.19766523981344,2.42745473735204,"IFITM1;CD81;AHR;CXCL13;SLA2;PVR;ICAM1;DHX58;B2M;CD96;LAG3;CXADR;RSAD2;CD300A;FOXP3;FOXP1;TYROBP;JAML;CD300E;CD226;CD300C;COL17A1;ZMPSTE24;C3;KLRK1;TKFC;CD19;CD300LB;SLAMF7;CD300LD;SLAMF6;KLRC1;CD300LF;CD300LG;CD276;LYN;VCAM1;PILRA;COL1A1;TREML1;COL1A2;RAET1E;BCL6;SELL;TREML4;TREML2;KLRD1;ULBP1;CD22;ITGB1;CD40;ITGB2;CD3G;PTPN22;TREM2;CD3E;ITGAL;CD3D;TREM1;SPN;FCRLB;CASP8;ITGB7;MADCAM1;CD34;APPL2;CD33;APPL1;PIANP;ITGA4;RIPK3;SYK;IL15;SFTPD;TIRAP;FGR;NCR1;CD200R1;PLSCR1;IRF4;TRAF3;IRF1;IRF7;HCST;BIRC2;BIRC3;COLEC12;SAMHD1;ADCY7;RNF135;CSK;LAIR1;NPDC1;ERAP1;FKBP1A;COL3A1;CD247;PDCD1;FCGR2B;CLEC2D;NECTIN2"
"leukocyte cell-cell adhesion (GO:0007159)","18/28",0.132380677010113,0.408780640680072,0,0,1.66335260115607,3.36342136592574,"ITGB1;VCAM1;ITGA4;SEMA4D;SYK;ITGB2;MSN;UMOD;APOA4;ITGAL;ICAM1;SELP;TNIP1;CCL5;CERCAM;OLR1;EZR;FERMT3"
"negative regulation of oxidative stress-induced cell death (GO:1903202)","18/28",0.132380677010113,0.408780640680072,0,0,1.66335260115607,3.36342136592574,"PRKN;LRRK2;HSPB1;HTRA2;PYCR1;GATA4;PARK7;NOL3;SOD2;SIRT1;PINK1;REST;MAPK7;VNN1;AKT1;FYN;FBXO7;PDE8A"
"positive regulation of synapse assembly (GO:0051965)","18/28",0.132380677010113,0.408780640680072,0,0,1.66335260115607,3.36342136592574,"NLGN3;SEMA4A;BHLHB9;NLGN2;CLSTN2;SEMA4D;CLSTN3;BDNF;CLSTN1;WNT7A;IL1RAP;PTPRD;SRPX2;SLITRK2;SYNDIG1;AGRN;VSTM5;EPHB3"
"regulation of B cell activation (GO:0050864)","18/28",0.132380677010113,0.408780640680072,0,0,1.66335260115607,3.36342136592574,"SH3KBP1;LAPTM5;TNFAIP3;FOXJ1;AHR;IKZF3;SAMSN1;ZFP36L1;IL6;THEMIS2;BANK1;IGLL1;TNIP2;CD19;SLAMF8;TLR9;FCGR2B;CD22"
"regulation of calcium-mediated signaling (GO:0050848)","18/28",0.132380677010113,0.408780640680072,0,0,1.66335260115607,3.36342136592574,"TRAT1;LRRK2;PLEK;ITPR1;TREM2;SLA2;SLC8A2;GPR143;P2RX4;P2RX3;TMBIM4;CLEC7A;CCL4;CCL3;CDH13;MAPT;CD22;CMKLR1"
"regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)","18/28",0.132380677010113,0.408780640680072,0,0,1.66335260115607,3.36342136592574,"CSF2;EYA2;UNC5B;HTRA2;INHBA;TNF;MAPK7;TERT;GDNF;IL1B;AKT1;SNAI2;HSPA1B;MCL1;BCL2L1;FGFR1;HSPA1A;PF4"
"antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)","58/100",0.134334065936312,0.414599383357394,0,0,1.27677995763102,2.56304071135543,"CLTA;KIF11;IFI30;AP2A2;CTSS;KIF15;ACTR1A;ACTR1B;CAPZB;AP1G1;CTSL;AP1S2;AP1S1;CTSF;CTSE;CTSD;LAG3;SEC13;FCER1G;AP1B1;KIF23;KIF22;DYNLL1;DYNLL2;DNM2;DYNC1LI1;DYNC1LI2;KIF2A;KIF2C;DCTN5;DYNC1I2;MARCHF1;SAR1B;DCTN4;DCTN3;KLC1;KLC2;RACGAP1;KIF3A;MARCHF8;KIF3C;RILP;AP1M2;SEC31A;SPTBN2;CD74;SEC24A;AP2B1;CENPE;KIF18A;KIF26A;CAPZA1;OSBPL1A;FCGR2B;SEC24D;ACTR10;SEC24C;LGMN"
"regulation of protein serine/threonine kinase activity (GO:0071900)","64/111",0.134857326799893,0.416000567416618,0,0,1.25905398004521,2.52256236453579,"RB1;CCNK;SLC27A1;CDKN1A;CCNI;CCNF;SYAP1;BCCIP;DUSP19;CIB1;ACTB;SLC8A1;SLC8A2;PYCARD;RPTOR;CCND3;CCND2;CCND1;AKT1;CNPPD1;MAP2K2;KSR1;CDC25C;SIRT1;CDC25A;RHOA;CCNA2;CCNE2;CCNE1;INCENP;TRIB3;TRIB1;TRIB2;BLM;RALB;SRC;LRP5;THY1;PKMYT1;MACROH2A1;LRP6;CCNB2;CCNB1;SERTAD1;ABL1;CDKN2D;CDKN2B;CDKN2C;GADD45A;HMGA2;PARP16;GTF2H1;CDC6;SNF8;CCNG2;CCNG1;CAMK1;CALM1;MNAT1;CALM2;CCNJL;EZH2;CDK5R1;CDKN3"
"lipid biosynthetic process (GO:0008610)","47/80",0.135431139419976,0.417556172154197,0,0,1.31664339267469,2.63235455442868,"PRKAA1;ABCD3;DHRS11;ACSS2;MVK;PRKAA2;ACSM1;LPCAT1;FITM1;LPL;ACSM5;FITM2;HMGCR;AGPAT3;AGPAT4;CYP17A1;SCP2;ALOX5;LIPG;FDXR;PDSS2;PIP5K1A;PDSS1;MLYCD;FADS1;CBR4;SREBF1;XBP1;PCYT2;GGPS1;HSD3B2;SRD5A2;ACSL1;SRD5A1;OXSM;MBOAT1;LSS;PRLR;ACSF3;MCAT;ACLY;GNPAT;GPAM;DOLPP1;AGPS;NDUFAB1;MVD"
"embryonic organ morphogenesis (GO:0048562)","27/44",0.136620649947392,0.418440368963998,0,0,1.46786571151457,2.92185594144877,"FBN2;DYNC2I1;RYR2;RARG;SIX1;TCF21;HOXA9;EFEMP1;SOX17;RBPMS2;HOXC4;ALX1;ACVR1;PDGFRA;FOXF1;FUZ;SOX11;MFAP5;ALDH1A3;HOXB9;ID2;MFAP2;HOXB4;HOXB3;HOXD4;FGFR2;FBN1"
"lymphocyte chemotaxis (GO:0048247)","27/44",0.136620649947392,0.418440368963998,0,0,1.46786571151457,2.92185594144877,"CCL11;PIK3CD;CXCL13;CX3CL1;PIK3CG;CXCL16;CCL8;CCL7;CCL5;CCL4;CCL3;CCL2;CCL1;CCL17;SLC12A2;CCL24;CCL22;CCL20;CYP7B1;CH25H;CXCL10;GPR183;SAA1;XCL1;ADAM8;GAS6;CKLF"
"ceramide catabolic process (GO:0046514)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"NEU2;NEU3;ASAH1;ASAH2;GM2A;HEXB;HEXA;ACER3;NEU1;NAGA;GLA"
"dendritic spine morphogenesis (GO:0060997)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"CDC42;DOCK10;ARC;DLG4;CTNND2;WNT7A;WASL;PAK3;SHANK3;EPHB3;SHANK1"
"DNA unwinding involved in DNA replication (GO:0006268)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"RECQL4;BLM;RAD51;MCM7;MCMDC2;TWNK;HMGA1;RECQL;MCM4;MCM6;MCM2"
"eosinophil chemotaxis (GO:0048245)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"CCL24;LGALS3;CCL11;CCL8;CCL7;CCL5;CCL4;CCL3;CCL2;CCL1;CX3CL1"
"eosinophil migration (GO:0072677)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"CCL24;LGALS3;CCL11;CCL8;CCL7;CCL5;CCL4;CCL3;CCL2;CCL1;CX3CL1"
"glycosphingolipid biosynthetic process (GO:0006688)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"ST8SIA1;ST8SIA2;ST8SIA4;ST3GAL5;B4GALNT1;A4GALT;LARGE1;ST6GALNAC3;ST6GALNAC4;ST6GALNAC5;ST6GALNAC6"
"membrane repolarization (GO:0086009)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"KCNH2;KCNE1;KCNE3;KCND3;KCNIP2;KCNE5;KCNQ1;ATP1A2;ATP1A1;ATP1B2;ATP1B1"
"motor neuron axon guidance (GO:0008045)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"TMEFF1;SEMA3A;LHX1;CHN1;RHOG;RAC2;SLIT1;RHOH;LAMC2;SLIT2;NTN1"
"necroptotic process (GO:0070266)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"TICAM2;MLKL;RIPK3;IPMK;ITPK1;LY96;TRPM7;CD14;TICAM1;TLR4;TLR3"
"negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"SOCS3;LEPROT;SOCS1;INPP5F;BCL3;NF2;ADIPOR1;PARP14;PIBF1;SH2B3;PTPN2"
"neutrophil activation (GO:0042119)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"PREX1;FCER1G;TYROBP;SYK;IL15;CCL5;PRKCD;CXCR2;F2RL1;DNASE1;DNASE1L3"
"positive regulation of small molecule metabolic process (GO:0062013)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"SLC45A3;IRS1;PRKCE;AKT1;PMAIP1;ADM;PPARG;PPM1K;PPARA;GPLD1;PPARD"
"regulation of ERBB signaling pathway (GO:1901184)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"RHBDF1;CEACAM1;FER;EGF;RHBDF2;MVB12B;MVB12A;CDH13;PTPN12;RBPJ;LGMN"
"regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"CDKN2D;TMEM161A;CXCL12;SFRP2;DDIAS;FBH1;NACC2;SNAI1;SNAI2;CLU;BCL2L1"
"regulation of oxidative phosphorylation (GO:0002082)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"MLXIPL;COX7A2L;PINK1;ACTN3;SHMT2;PPIF;AK4;COX7A2;NUPR1;COX7A1;SLC25A33"
"response to organophosphorus (GO:0046683)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"P2RX7;DUOX1;RFC3;P2RX4;CITED1;TRPC3;VGF;STAT1;DGKQ;NDUFS4;TRIM16"
"retrograde axonal transport (GO:0008090)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"DLG2;DST;FBXW11;MAP1A;KIF1C;NEFL;HAP1;KIF1A;MGARP;ACTR10;SOD1"
"sphingolipid catabolic process (GO:0030149)","11/16",0.137111329690501,0.418440368963998,0,0,2.03267545970925,4.03884901401389,"SMPD2;ASAH1;SGPL1;ASAH2;SPHK1;SMPD1;ACER3;ENPP2;PPT1;GLA;SMPDL3A"
"fatty acid biosynthetic process (GO:0006633)","42/71",0.137392304870137,0.419084907592707,0,0,1.33877412394614,2.65735271448712,"HACD1;ABCD3;ASAH2;HPGD;ABHD3;ACSM1;TECR;ABHD1;LPL;ACSM5;ALOX12;HACD3;LIAS;PTGS2;HACD2;HACD4;FADS3;ALOX5;LIPG;MLYCD;DECR2;FADS1;CBR4;GSTM4;ELOVL1;XBP1;ACOT7;GPX4;ELOVL5;ELOVL2;OXSM;EPHX2;ELOVL6;ELOVL7;ACSF3;MCAT;ACLY;NDUFAB1;CYP1A1;ACSBG1;DEGS1;CYP2E1"
"positive regulation of cell growth (GO:0030307)","59/102",0.138454749428906,0.421897120786408,0,0,1.26857889634417,2.50824906878141,"SLC44A4;CIB1;DNPH1;CXCL16;RIMS2;RNF157;RPTOR;RPS6KA3;GOLGA4;HYAL1;ADNP2;AKT1;MFSD2A;PABIR1;EDN1;UNC13A;DBNL;CSNK2A1;SPHK1;ADAM10;ISLR2;NGF;TGFBR1;SUPV3L1;SHTN1;ADAM17;SFRP1;MMP14;SFRP2;RUFY3;MAPT;S100A9;FXN;S100A8;DBN1;PSMD10;MTPN;SEMA7A;HPN;TWF2;NEDD4L;RASAL1;NTN1;CDC42;SDCBP;EXOSC4;TAF9B;SYT3;SYT2;SEMA4D;BDNF;SMURF1;LIMK1;IGF1;SYT17;CEP43;SLC25A33;EIF4G2;EIF4G1"
"protein O-linked glycosylation (GO:0006493)","59/102",0.138454749428906,0.421897120786408,0,0,1.26857889634417,2.50824906878141,"GALNT12;POMT2;GALNT11;GALNT14;POGLUT2;POGLUT1;GALNT16;GALNT18;POMT1;PLOD3;GXYLT2;PLOD1;GALNT10;C1GALT1C1;POFUT2;PGM3;MUC13;MUC15;LARGE1;LARGE2;POGLUT3;ST6GAL1;MUCL1;SLC35C1;TET2;TET1;POMGNT2;POMGNT1;MUC5AC;DPM1;DPM3;B3GNT8;B3GNT5;TET3;B3GNT3;B3GNT2;ST6GALNAC4;B4GALT5;GCNT1;B3GLCT;TMTC2;TRAK1;MUC1;MGAT5B;ST3GAL4;GCNT3;GCNT4;ST3GAL1;ST3GAL2;GALNT6;SDF2L1;FKRP;GALNT4;GALNT3;GALNT1;OGA;B4GAT1;A4GNT;POMK"
"response to retinoic acid (GO:0032526)","37/62",0.138584257989845,0.421990826906422,0,0,1.3680108097674,2.70356799456691,"NDUFA13;RARG;LTK;TMEM161A;GATA6;TWF2;HTRA2;WNT8B;ASCL1;AQP3;AQP1;RXRB;WNT6;BRINP1;RXRA;HSD17B2;ADNP2;CTSH;PTK2B;SOX9;RXRG;CDKN2D;LYN;WNT10B;WNT5B;FZD4;TESC;FZD7;WNT5A;WNT9A;ASXL1;SETX;CREB1;PTK7;RARA;TRIM16;EPHA3"
"actin filament network formation (GO:0051639)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"FHOD3;CARMIL2;ACTN1;FHOD1;PLS3;SPIRE1;LCP1;PLS1"
"B cell mediated immunity (GO:0019724)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"CD74;FCER1G;MSH2;CD19;CARD9;TLR8;FCGR2B;SLA2"
"camera-type eye morphogenesis (GO:0048593)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"SKI;TENM3;KDM2B;SHROOM2;IFT122;LRP6;TBX2;VEGFA"
"cell-cell junction maintenance (GO:0045217)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"TJP1;NLGN2;PARD6A;F2R;MYADM;F2RL1;PRTN3;INAVA"
"cellular response to increased oxygen levels (GO:0036295)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"ATP6V1A;TMEM199;ATP6V1G1;ATP6AP1;ATP6V0A2;FAS;ATP6V0D1;FOXO1"
"fatty acid homeostasis (GO:0055089)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"MLXIPL;PRKAA1;XBP1;DGAT2;PRKAA2;POLD1;APOE;SIRT1"
"glutathione biosynthetic process (GO:0006750)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"GGCT;GCLC;GSS;CHAC2;HAGH;GCLM;GGT1;OPLAH"
"glycerol metabolic process (GO:0006071)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"COQ3;COQ2;TKFC;TPI1;GK;GOT1;ANGPTL3;PGP"
"hematopoietic stem cell proliferation (GO:0071425)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"WNT10B;SFRP2;WNT2B;YJEFN3;WNT5A;ARIH2;CD34;RUNX1"
"mitochondrial transcription (GO:0006390)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"TWNK;TFAM;TFB2M;FOXO3;MRPL12;POLRMT;SLC25A33;TEFM"
"mitochondrion morphogenesis (GO:0070584)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"SUPV3L1;FIS1;PID1;PNPT1;NUBPL;MYH14;SLIRP;WASF1"
"negative regulation of programmed necrotic cell death (GO:0062099)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"CASP8;RIPK3;ARHGEF2;NUPR1;SLC25A4;YBX3;BIRC2;BIRC3"
"negative regulation of response to cytokine stimulus (GO:0060761)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"SIGIRR;MAPK7;PTPRC;PALM3;IRAK3;KLF4;SH2B3;TLE5"
"nuclear DNA replication (GO:0033260)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"MCM7;MCMDC2;DONSON;MCM3;MCM4;MCM5;MCM6;MCM2"
"positive regulation of DNA-dependent DNA replication (GO:2000105)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"CDT1;STOML2;DBF4;ATRX;WIZ;CDC7;E2F7;E2F8"
"positive regulation of integrin activation (GO:0033625)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"P2RY12;RAP1B;FERMT1;SRC;PLEK;CXCL13;CDH17;SKAP1"
"positive regulation of macrophage differentiation (GO:0045651)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"CASP8;TGFB1;CSF1;ID2;IL34;LIF;PRKCA;PF4"
"positive regulation of phospholipid transport (GO:2001140)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"PRELID1;TMEM30A;ABCA3;ABCA7;DBI;APOE;TRIAP1;PRAP1"
"positive regulation of triglyceride biosynthetic process (GO:0010867)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"SCARB1;SREBF1;SLC27A1;NR1H3;LDLR;GPLD1;MFSD2A;PLIN5"
"protein localization to phagophore assembly site (GO:0034497)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"ATG9B;ATG9A;MFN2;TRAPPC8;WIPI1;WIPI2;WDR45;ATG13"
"regulation of biosynthetic process (GO:0009889)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"SPHK2;ALOX5;GSTP1;MID1IP1;UCP1;THRSP;PCK1;SLC25A33"
"regulation of cardiac muscle cell differentiation (GO:2000725)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"EFNB2;GREM1;BMP2;MEF2C;TGFB1;FZD7;SOX6;DKK1"
"regulation of endocytic recycling (GO:2001135)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"EHD1;EHD2;INPP5F;ARHGAP1;PLA2G3;SORL1;ATP9A;RAB11B"
"regulation of monocyte chemotactic protein-1 production (GO:0071637)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"C1QTNF3;SYK;CLEC7A;GSTP1;IL1B;OAS3;TWIST1;LGALS9"
"regulation of pH (GO:0006885)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"LACC1;ATP6AP1;ATP1A4;ATP6V0A4;CLCN3;SLC26A4;PDK2;ATP6V1B1"
"regulation of phospholipase activity (GO:0010517)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"RGS2;LRP1;PDPK1;ANGPTL3;FGFR3;RASGRP1;FGFR2;FGFR1"
"regulation of T cell apoptotic process (GO:0070232)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"CD274;LGALS3;PRELID1;RIPK3;CCL5;PRKCQ;PDCD1;JAK3"
"response to prostaglandin E (GO:0034695)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"PTGER4;TGFBR3;SFRP1;GNG2;PTGER2;GNB1;CCR7;ADCY6"
"sphingomyelin metabolic process (GO:0006684)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"SMPD3;ABCA2;SMPD2;SAMD8;SGMS1;SMPD1;SGMS2;SMPDL3A"
"T cell chemotaxis (GO:0010818)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"SLC12A2;CXCL10;GPR183;CCL3;PIK3CD;PIK3CG;CCR2;CXCL16"
"T cell homeostasis (GO:0043029)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"RIPK3;TNFSF14;AKT1;FAS;PMAIP1;NCKAP1L;FOXP3;JAK3"
"telomere maintenance via recombination (GO:0000722)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"RAD50;RAD51D;RAD51;TEP1;ERCC1;TPRKB;SMC5;SMC6"
"tryptophan catabolic process (GO:0006569)","8/11",0.140944655140573,0.421990826906422,0,0,2.46365094642284,4.82724805723046,"AADAT;HAAO;KYNU;AFMID;KYAT1;IDO2;KMO;ACMSD"
